file,line,role,text
processing/Processing/output/decomposition/latex/report/table_case_party_district_extremes.tex,25,generated asset,cabinet & 2022 & 2023.1 & b\_id & UNIÃO & AC & 1.17 & PT & SP & -4.96 \\
processing/Processing/output/decomposition/latex/report/table_case_party_district_extremes.tex,26,generated asset,cabinet & 2022 & 2023.1 & d\_id & UNIÃO & RO & 3.08 & PSOL & SP & -4.30 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,21,generated asset,cabinet & 2014 & 2016.3 & AC & 206024 & 399201 & 5 & 8 & 0.87 & 3.04 & 3.91 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,22,generated asset,cabinet & 2014 & 2016.3 & AL & 462101 & 1384584 & 4 & 9 & 1.00 & 0.57 & 1.57 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,23,generated asset,cabinet & 2014 & 2016.3 & AM & 883732 & 1658407 & 4 & 8 & -0.26 & -0.39 & -0.66 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,24,generated asset,cabinet & 2014 & 2016.3 & AP & 177840 & 386084 & 5 & 8 & 1.31 & 2.75 & 4.06 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,25,generated asset,cabinet & 2014 & 2016.3 & BA & 3372656 & 6646541 & 20 & 39 & 0.21 & 2.02 & 2.23 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,26,generated asset,cabinet & 2014 & 2016.3 & CE & 2043455 & 4367020 & 12 & 22 & 1.71 & -0.47 & 1.23 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,27,generated asset,cabinet & 2014 & 2016.3 & DF & 546474 & 1454063 & 4 & 8 & 0.99 & 0.13 & 1.12 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,28,generated asset,cabinet & 2014 & 2016.3 & ES & 662777 & 1794470 & 4 & 10 & 0.31 & 0.20 & 0.51 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,29,generated asset,cabinet & 2014 & 2016.3 & GO & 1416853 & 3032760 & 8 & 17 & 0.06 & 0.48 & 0.53 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,30,generated asset,cabinet & 2014 & 2016.3 & MA & 1431399 & 3130492 & 7 & 18 & -1.23 & 0.69 & -0.54 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,31,generated asset,cabinet & 2014 & 2016.3 & MG & 4477684 & 10118666 & 26 & 53 & 2.55 & -0.14 & 2.41 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,32,generated asset,cabinet & 2014 & 2016.3 & MS & 825708 & 1276893 & 5 & 8 & -0.17 & 0.82 & 0.65 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,33,generated asset,cabinet & 2014 & 2016.3 & MT & 604679 & 1454612 & 2 & 8 & -1.33 & 0.14 & -1.19 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,34,generated asset,cabinet & 2014 & 2016.3 & PA & 1908838 & 3756049 & 10 & 17 & 1.36 & -1.42 & -0.06 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,35,generated asset,cabinet & 2014 & 2016.3 & PB & 977061 & 1936819 & 8 & 12 & 1.95 & 0.91 & 2.85 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,36,generated asset,cabinet & 2014 & 2016.3 & PE & 1739512 & 4483227 & 10 & 25 & 0.30 & 0.53 & 0.83 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,37,generated asset,cabinet & 2014 & 2016.3 & PI & 1143169 & 1733434 & 6 & 10 & -0.59 & 0.57 & -0.02 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,38,generated asset,cabinet & 2014 & 2016.3 & PR & 2410723 & 5665222 & 13 & 30 & 0.23 & 0.06 & 0.30 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,39,generated asset,cabinet & 2014 & 2016.3 & RJ & 4050400 & 7673438 & 29 & 46 & 4.72 & 2.94 & 7.66 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,40,generated asset,cabinet & 2014 & 2016.3 & RN & 768858 & 1580871 & 3 & 8 & -0.89 & -0.16 & -1.05 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,41,generated asset,cabinet & 2014 & 2016.3 & RO & 550050 & 798475 & 6 & 8 & 0.49 & 2.61 & 3.10 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,42,generated asset,cabinet & 2014 & 2016.3 & RR & 73580 & 238099 & 3 & 8 & 0.53 & 2.08 & 2.61 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,43,generated asset,cabinet & 2014 & 2016.3 & RS & 3758463 & 5942063 & 20 & 31 & 0.39 & -0.20 & 0.20 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,44,generated asset,cabinet & 2014 & 2016.3 & SC & 2153228 & 3391619 & 11 & 16 & 0.84 & -1.19 & -0.35 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,45,generated asset,cabinet & 2014 & 2016.3 & SE & 552311 & 1052826 & 4 & 8 & -0.20 & 1.29 & 1.09 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,46,generated asset,cabinet & 2014 & 2016.3 & SP & 7751893 & 21266194 & 26 & 70 & 0.48 & -15.33 & -14.85 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,47,generated asset,cabinet & 2014 & 2016.3 & TO & 355673 & 733225 & 4 & 8 & 0.12 & 2.01 & 2.13 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,48,generated asset,cabinet & 2022 & 2023.1 & AC & 216161 & 434253 & 3 & 8 & -0.98 & 2.97 & 1.99 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,49,generated asset,cabinet & 2022 & 2023.1 & AL & 728401 & 1650763 & 4 & 9 & 0.03 & 0.56 & 0.58 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,50,generated asset,cabinet & 2022 & 2023.1 & AM & 932438 & 1976477 & 4 & 8 & 0.23 & -0.60 & -0.37 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,51,generated asset,cabinet & 2022 & 2023.1 & AP & 201989 & 423017 & 5 & 8 & 1.18 & 2.87 & 4.05 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,52,generated asset,cabinet & 2022 & 2023.1 & BA & 4791616 & 7958431 & 25 & 39 & 1.52 & 1.02 & 2.53 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,53,generated asset,cabinet & 2022 & 2023.1 & CE & 3489096 & 5083860 & 16 & 22 & 0.90 & -1.26 & -0.36 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,54,generated asset,cabinet & 2022 & 2023.1 & DF & 748683 & 1607519 & 2 & 8 & -1.73 & 0.22 & -1.51 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,55,generated asset,cabinet & 2022 & 2023.1 & ES & 699048 & 2084430 & 3 & 10 & -0.35 & 0.08 & -0.28 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,56,generated asset,cabinet & 2022 & 2023.1 & GO & 1392355 & 3439644 & 8 & 17 & 1.12 & 0.35 & 1.47 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,57,generated asset,cabinet & 2022 & 2023.1 & MA & 1777054 & 3707930 & 8 & 18 & -0.63 & 0.29 & -0.33 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,58,generated asset,cabinet & 2022 & 2023.1 & MG & 4314285 & 11181098 & 22 & 53 & 1.55 & 0.22 & 1.77 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,59,generated asset,cabinet & 2022 & 2023.1 & MS & 455335 & 1374808 & 2 & 8 & -0.65 & 0.51 & -0.13 \\
processing/Processing/output/decomposition/latex/report/table_case_district_vectors.tex,60,generated asset,cabinet & 2022 & 2023.1 & MT & 990953 & 1730277 & 4 & 8 & -0.58 & -0.06 & -0.65 \\
